record_id,marketing_original_source,marketing_latest_source,device,country,lead_source_detail,visitor_type,destination_interest,budget_range,travel_group_type,trip_duration,budget_level,currency,age_bracket,lead_type,booking_intent,enquiry_touchpoints,form_submissions,page_interactions,unknown_engagement_1,total_visits,total_sessions,average_pageviews,number_of_pageviews,number_of_sessions,time_on_site,engagement_score,sales_activity_count,qualified_flag,interaction_depth,pipeline_stage_num,total_activities,deal_progress,nurture_score,readiness_score,target_conv_prob,target_profit
210799056498,PAID_SOCIAL,PAID_SOCIAL,Mobile,Bhutan,Unknown,Unknown,KENYA,10000+ USD,SOLO,One Week,high,USD,Unknown,Unknown,Unknown,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049021961167454,131030.8671875
210792790619,PAID_SOCIAL,PAID_SOCIAL,Mobile,Kiribati,From a friend,Unknown,SOUTH AFRICA,4000 - 7000 USD,FRIENDS,2 Weeks +,low,USD,Unknown,Unknown,Help me book my vacation,3.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044506923295557,149749.53125
210800974605,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Mexico,Google or other search,Unknown,SOUTH AFRICA,4000 - 7000 USD,PARTNER,10 Days,low,USD,18-34,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0058893617242574,58511.34375
210800248073,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Australia,Online Ads,Unknown,OPEN TO IDEAS,11000 - 16000 AUD,PARTNER,2 Weeks +,med,AUD,18-34,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074776452966034,87611.25
210794116530,PAID_SOCIAL,PAID_SOCIAL,Mobile,Unknown,Social Media,Unknown,SOUTH AFRICA;MAURITIUS;SEYCHELLES;MADAGASCAR;UGANDA,10000+ USD,FAMILY,10 Days,high,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0080987187102437,229368.40625
210793437624,PAID_SOCIAL,PAID_SOCIAL,Mobile,Canada,Google or other search,Unknown,OPEN TO IDEAS,5000 - 10000 CAD,SOLO,2 Weeks +,low,CAD,55+,Unknown,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027178092859685,78326.875
210800416679,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,OPEN TO IDEAS,"2,000",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0391815528273582,240555.046875
210800741230,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,KENYA; SOUTH AFRICA,"1,000",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406739525496959,181993.484375
210795538854,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,BOTSWANA,999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292602814733982,110039.9921875
210798626988,PAID_SOCIAL,PAID_SOCIAL,Mobile,Kiribati,Unknown,Unknown,OPEN TO IDEAS,10000+ USD,PARTNER,10 Days,high,USD,35-54,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047236224636435,148611.84375
206322849806,PAID_SEARCH,REFERRALS,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,NOTSURE,FRIENDS,10 Days,notsure,Unknown,55+,New enquiry,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0039570364169776,66794.3046875
15465643800,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,Canada,From a friend,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,10000+ CAD,SOLO,2 Weeks +,high,CAD,55+,Referral,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,7.0,2.0,6.0,44.0,7.0,77.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0532799549400806,136765.71875
152288655644,ORGANIC_SEARCH,ORGANIC_SEARCH,Mobile,Australia,From a friend,FIRST_VISITOR_NO_RESEARCH,NAMIBIA,16000+ AUD,PARTNER,2 Weeks +,notsure,AUD,55+,Repeat enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,4.0,2.0,3.0,16.0,5.0,254.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0614887475967407,95614.0078125
210808569439,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249032467603683,133646.46875
210745484978,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United Kingdom,Social Media,Unknown,BOTSWANA;ZIMBABWE;SOUTH AFRICA,7000 - 10000 GBP,PARTNER,2 Weeks +,med,GBP,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,244.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0270816832780838,94599.9375
160001977614,PAID_SEARCH,PAID_SOCIAL,Mobile,Australia,Online Ads,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,NOTSURE,FAMILY,10 Days,low,AUD,35-54,New enquiry,"Help me plan, so I can book later",3.0,0.0,3.0,0.0,5.0,2.0,3.0,15.0,5.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122929196804761,92769.1796875
18004598,OFFLINE,PAID_SOCIAL,Mobile,Australia,Social Media,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA;TANZANIA;OPEN TO IDEAS,5500 - 11000 AUD,FAMILY,2 Weeks,low,AUD,55+,Repeat enquiry,Help me compare prices,5.0,0.0,5.0,0.0,3.0,2.0,2.0,8.0,3.0,226.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0238705854862928,119746.0078125
206264074103,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Unknown,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352650731801986,152651.953125
118794597016,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Tablet,United States,Google or other search,Unknown,BOTSWANA,10000+ USD,PARTNER,10 Days,high,USD,55+,New enquiry,Help me compare prices,2.0,0.0,2.0,0.0,2.0,2.0,8.0,115.0,14.0,752.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579830288887023,165162.5
18006075,OFFLINE,EMAIL_MARKETING,Mobile,South Africa,Google or other search,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,15000 - 40000 ZAR,PARTNER,One Week,med,ZAR,35-54,Repeat enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,4.0,2.0,2.0,5.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1750783622264862,69224.859375
210807652995,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,New Zealand,Unknown,Unknown,OPEN TO IDEAS,4000 - 7000 USD,PARTNER,10 Days,low,USD,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029108459129929,59614.703125
210805125807,PAID_SOCIAL,PAID_SOCIAL,Mobile,Mongolia,Unknown,Unknown,KENYA;BOTSWANA;NAMIBIA;ZAMBIA;MADAGASCAR;MALAWI,NOTSURE,FRIENDS,One Week,notsure,Unknown,Unknown,Unknown,Unknown,30.0,0.0,30.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0045530386269092,669780.75
208554067615,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Tablet,Norway,ChatGPT or other AI,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,7000 - 10000 EUR,FAMILY,2 Weeks,med,EUR,55+,New enquiry,"Help me plan, so I can book later",6.0,0.0,6.0,0.0,3.0,3.0,2.0,49.0,19.0,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658717155456543,155975.125
210809506573,PAID_SOCIAL,PAID_SOCIAL,Mobile,Tajikistan,From a friend,Unknown,ZAMBIA,NOTSURE,FAMILY,Less than One Week,notsure,Unknown,Unknown,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0059198038652539,35193.30078125
210815705967,PAID_SOCIAL,PAID_SOCIAL,Mobile,Germany,Unknown,Unknown,NAMIBIA,7000 - 10000 EUR,FAMILY,2 Weeks +,med,EUR,Unknown,New enquiry,Unknown,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0017233700491487,98573.875
209025478451,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1017225831747055,96213.4375
194432305576,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Portugal,Online Ads,Unknown,TANZANIA,7000 - 10000 EUR,FAMILY,One Week,low,EUR,35-54,New enquiry,Help me compare prices,4.0,0.0,4.0,0.0,3.0,2.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0034864502958953,90807.453125
210808175204,PAID_SOCIAL,PAID_SOCIAL,Mobile,Oman,Unknown,Unknown,KENYA,4000 - 7000 USD,FRIENDS,10 Days,low,USD,Unknown,New enquiry,Unknown,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015897504054009,56057.67578125
210751254098,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Google or other search,Unknown,SOUTH AFRICA,NOTSURE,PARTNER,One Week,notsure,Unknown,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.041640818119049,71546.53125
208713416792,PAID_SOCIAL,SOCIAL_MEDIA,Mobile,Turkey,From a friend,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,4000 - 7000 USD,SOLO,10 Days,med,USD,55+,Repeat enquiry,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,4.0,2.0,3.0,11.0,3.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0142606552690267,64461.1171875
203689759746,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,United States,Google or other search,PREVIOUS_VISITOR_ONCE,ZIMBABWE,4000 - 7000 USD,PARTNER,10 Days,med,USD,55+,Repeat enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,4.0,2.0,5.0,46.0,9.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.059380680322647,96222.9296875
210809756679,PAID_SOCIAL,PAID_SOCIAL,Mobile,United Kingdom,Social Media,Unknown,TANZANIA;OPEN TO IDEAS;SOUTH AFRICA;BOTSWANA;MAURITIUS;MADAGASCAR,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,35-54,Unknown,Help me research,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,188.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0058456775732338,74160.609375
210245893662,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,France,Google or other search,FIRST_VISITOR_NO_RESEARCH,BOTSWANA;NAMIBIA,7000 - 10000 EUR,FAMILY,2 Weeks,med,EUR,35-54,New enquiry,"Help me plan, so I can book later",3.0,0.0,3.0,0.0,2.0,2.0,6.0,12.0,2.0,190.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0136559074744582,92054.15625
18026454,OFFLINE,EMAIL_MARKETING,Mobile,Australia,Unknown,Unknown,OPEN TO IDEAS,11000 - 16000 AUD,FAMILY,10 Days,med,AUD,Unknown,Repeat enquiry,Unknown,3.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586853511631488,79151.0625
210238353542,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Viet Nam,Google or other search,PREVIOUS_VISITOR_ONCE,OPEN TO IDEAS,4000 - 7000 USD,PARTNER,2 Weeks,low,USD,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,5.0,5.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367130786180496,81350.8828125
210747412378,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Google or other search,Unknown,SOUTH AFRICA,4000 - 7000 USD,PARTNER,One Week,low,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0210411548614501,61542.265625
187696589240,PAID_SOCIAL,PAID_SOCIAL,Mobile,Hungary,Google or other search,Unknown,OPEN TO IDEAS,NOTSURE,PARTNER,One Week,notsure,Unknown,18-34,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003070599399507,125130.1640625
204959925289,PAID_SEARCH,REFERRALS,Mobile,United States,Google or other search,PREVIOUS_VISITOR_MULTIPLE,KENYA;TANZANIA,10000+ USD,SOLO,2 Weeks +,high,USD,35-54,New enquiry,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,4.0,9.0,2.0,402.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1159771457314491,167781.578125
185376158134,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,Tanzania,Google or other search,PREVIOUS_VISITOR_MULTIPLE,SOUTH AFRICA,4000 - 7000 USD,PARTNER,One Week,low,USD,18-34,Repeat enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,47.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.019154205918312,58833.46875
210810281110,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Australia,Google or other search,Unknown,RWANDA,5500 - 11000 AUD,PARTNER,One Week,low,AUD,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105960266664624,60291.4296875
200130840665,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Canada,Unknown,Unknown,TANZANIA;OPEN TO IDEAS,14000+ CAD,PARTNER,2 Weeks +,high,CAD,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0045707300305366,115122.1953125
210811018389,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,New Caledonia,Unknown,Unknown,CONGO;ZAMBIA,7000 - 10000 USD,FRIENDS,2 Weeks +,med,USD,Unknown,Unknown,Unknown,4.0,0.0,4.0,0.0,1.0,1.0,2.0,5.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0201122537255287,166531.15625
210811789688,PAID_SOCIAL,PAID_SOCIAL,Mobile,Maldives,Social Media,Unknown,TANZANIA,10000+ USD,FAMILY,2 Weeks,high,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0015452309744432,165332.125
204190815330,ORGANIC_SEARCH,ORGANIC_SEARCH,Mobile,Italy,Google or other search,FIRST_VISITOR_NO_RESEARCH,TANZANIA,NOTSURE,SOLO,One Week,notsure,Unknown,18-34,New enquiry,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,2.0,2.0,1.0,17.0,13.0,174.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0147104803472757,61898.77734375
210818155060,PAID_SOCIAL,PAID_SOCIAL,Mobile,Poland,Google or other search,Unknown,KENYA;TANZANIA,4000 - 7000 EUR,FRIENDS,2 Weeks,low,EUR,18-34,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0036817290820181,61522.828125
210636307349,DIRECT_TRAFFIC,PAID_SOCIAL,Mobile,United Kingdom,Unknown,Unknown,MADAGASCAR;SOUTH AFRICA;TANZANIA;ZIMBABWE;KENYA;OPEN TO IDEAS,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043539758771657,64122.58203125
210816521321,PAID_SOCIAL,PAID_SOCIAL,Mobile,Fiji,Unknown,Unknown,OPEN TO IDEAS,NOTSURE,FAMILY,2 Weeks +,notsure,Unknown,Unknown,New enquiry,Unknown,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017524441936984,76064.390625
210747584022,ORGANIC_SEARCH,DIRECT_TRAFFIC,Desktop,United States,Google or other search,Unknown,KENYA,NOTSURE,FRIENDS,2 Weeks,notsure,Unknown,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,7.0,4.0,1826.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0843368396162986,118796.84375
205733842953,ORGANIC_SEARCH,EMAIL_MARKETING,Mobile,Portugal,Google or other search,FIRST_VISITOR_NO_RESEARCH,TANZANIA,4000 - 7000 EUR,FAMILY,2 Weeks,low,EUR,35-54,New enquiry,"Help me plan, so I can book later",5.0,0.0,5.0,0.0,2.0,2.0,5.0,64.0,11.0,246.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0256349183619022,144670.171875
210819602507,ORGANIC_SEARCH,ORGANIC_SEARCH,Mobile,Italy,Online Ads,Unknown,KENYA;NAMIBIA;ZIMBABWE;MADAGASCAR,4000 - 7000 EUR,FAMILY,2 Weeks,low,EUR,35-54,Unknown,Help me compare prices,4.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0075429049320518,107148.671875
210780328542,PAID_SEARCH,REFERRALS,Desktop,United States,Social Media,Unknown,KENYA;TANZANIA,4000 - 7000 USD,FRIENDS,One Week,low,USD,35-54,New enquiry,Help me book my vacation,6.0,0.0,6.0,0.0,2.0,2.0,3.0,6.0,2.0,56.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0333708971738815,127932.171875
116389090,OFFLINE,DIRECT_TRAFFIC,Mobile,United Kingdom,Unknown,Unknown,OPEN TO IDEAS,4000 - 7000 GBP,PARTNER,10 Days,low,GBP,55+,Repeat enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603124648332595,52048.24609375
210810846128,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United Arab Emirates,Unknown,Unknown,KENYA,NOTSURE,FAMILY,Less than One Week,notsure,Unknown,35-54,New enquiry,"Help me plan, so I can book later",3.0,0.0,3.0,0.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178870372474193,61391.06640625
210813002911,DIRECT_TRAFFIC,PAID_SOCIAL,Mobile,Netherlands,Online Ads,Unknown,TANZANIA,10000+ EUR,FAMILY,Less than One Week,high,EUR,35-54,New enquiry,Help me book my vacation,4.0,0.0,4.0,0.0,2.0,2.0,2.0,5.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0065336124971508,156223.28125
125455766607,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Hong Kong,Online Ads,FIRST_VISITOR_RESEARCH,KENYA;TANZANIA,4000 - 7000 USD,FRIENDS,10 Days,low,USD,55+,Repeat enquiry,"Help me plan, so I can book later",4.0,0.0,4.0,0.0,6.0,3.0,1.0,11.0,6.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0504094883799552,122109.5859375
210820831291,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Bhutan,Online Ads,Unknown,KENYA,NOTSURE,PARTNER,10 Days,notsure,Unknown,18-34,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068812686949968,54661.6171875
210818996097,PAID_SOCIAL,PAID_SOCIAL,Mobile,Spain,Unknown,Unknown,SOUTH AFRICA;TANZANIA;ZIMBABWE;NAMIBIA;KENYA;BOTSWANA;MADAGASCAR;UGANDA;MAURITIUS;MALAWI;MOZAMBIQUE;OPEN TO IDEAS,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022456506267189,63841.203125
210820464946,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Australia,Online Ads,Unknown,SOUTH AFRICA;KENYA;TANZANIA;ZIMBABWE,11000 - 16000 AUD,PARTNER,2 Weeks +,med,AUD,18-34,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,58.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0203537419438362,84890.4921875
210822730795,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Portugal,Unknown,Unknown,TANZANIA,NOTSURE,PARTNER,Less than One Week,notsure,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,4.0,4.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126799009740352,38229.7421875
210814283669,OFFLINE,OFFLINE,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582145415246486,150669.21875
209229360930,ORGANIC_SEARCH,ORGANIC_SEARCH,Mobile,Switzerland,Social Media,Unknown,RWANDA,4000 - 7000 USD,SOLO,10 Days,low,USD,55+,New enquiry,Help me compare prices,1.0,0.0,1.0,0.0,2.0,2.0,2.0,7.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068973638117313,53046.7109375
201004430003,PAID_SOCIAL,PAID_SOCIAL,Mobile,Malta,Social Media,Unknown,TANZANIA,7000 - 10000 USD,PARTNER,2 Weeks +,med,USD,55+,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0033491179347038,100686.4921875
207309977611,PAID_SEARCH,ORGANIC_SEARCH,Desktop,Brazil,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,10000+ USD,FAMILY,One Week,high,USD,35-54,New enquiry,Help me book my vacation,4.0,0.0,4.0,0.0,2.0,2.0,2.0,7.0,3.0,2706.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0840698853135109,179535.859375
210823235958,PAID_SOCIAL,PAID_SOCIAL,Mobile,France,Social Media,Unknown,OPEN TO IDEAS,4000 - 7000 EUR,SOLO,2 Weeks,low,EUR,35-54,New enquiry,Help me compare prices,1.0,0.0,1.0,0.0,2.0,2.0,4.0,4.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027513511013239,45247.828125
210819781986,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,Japan,Newspaper / Magazine,Unknown,SOUTH AFRICA,7000 - 10000 USD,FAMILY,10 Days,med,USD,55+,Unknown,"Help me plan, so I can book later",4.0,0.0,4.0,0.0,2.0,2.0,8.0,8.0,1.0,593.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1276687383651733,151167.375
82065779975,PAID_SOCIAL,PAID_SOCIAL,Mobile,Mexico,Google or other search,PREVIOUS_VISITOR_ONCE,BOTSWANA,2500 - 5000 USD,FAMILY,10 Days,low,USD,35-54,Repeat enquiry,Help me research,3.0,0.0,3.0,0.0,4.0,2.0,4.0,13.0,3.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106918402016162,81252.3671875
